30, Private, 398827, HS-grad, 9, Married-AF-spouse, Adm-clerical, Husband, White, Male, 0, 0, 60, United-States, <=50K
45, Private, 543922, Masters, 14, Divorced, Transport-moving, Not-in-family, White, Male, 14344, 0, 48, United-States, >50K
29, Private, 177413, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
37, Private, 115289, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 386378, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
56, Local-gov, 183169, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 152652, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, <=50K
27, Self-emp-not-inc, 207948, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
26, Federal-gov, 185885, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 15, United-States, <=50K
29, Private, 272913, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 30, Mexico, <=50K
38, State-gov, 343642, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
55, Private, 234213, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
35, Private, 227571, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico, <=50K
42, Private, 52849, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 186386, Bachelors, 13, Widowed, Prof-specialty, Unmarried, White, Male, 10520, 0, 40, United-States, >50K
60, Self-emp-not-inc, 92845, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 117059, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 60, United-States, <=50K
29, Private, 535978, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
26, Private, 213385, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
32, Private, 239150, Some-college, 10, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
23, Private, 72887, HS-grad, 9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, 0, 0, 1, Vietnam, <=50K
29, Private, 247053, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
67, ?, 81761, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 2, United-States, <=50K
26, Private, 50103, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
65, Self-emp-not-inc, 37092, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 25, United-States, <=50K
38, Self-emp-not-inc, 322143, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 10, United-States, <=50K
39, Self-emp-not-inc, 154641, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 8614, 0, 50, United-States, >50K
48, Local-gov, 177018, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
60, Private, 125019, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 8614, 0, 48, United-States, >50K
66, Private, 180211, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 30, Philippines, <=50K
30, Private, 19302, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
28, Private, 336951, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
56, Private, 271795, 11th, 7, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 49, United-States, <=50K
22, ?, 289984, Some-college, 10, Never-married, ?, Not-in-family, Black, Female, 0, 0, 25, United-States, <=50K
41, Local-gov, 384236, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 101265, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 43, United-States, <=50K
41, Private, 204662, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
50, State-gov, 229272, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, >50K
23, ?, 283806, 9th, 5, Divorced, ?, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
24, Self-emp-not-inc, 102942, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
50, Private, 138022, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 97429, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, Canada, <=50K
26, Local-gov, 166295, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 2339, 55, United-States, <=50K
28, Local-gov, 332249, HS-grad, 9, Separated, Transport-moving, Own-child, White, Male, 0, 0, 45, United-States, <=50K
56, Private, 105363, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4508, 0, 40, United-States, <=50K
65, Private, 80174, HS-grad, 9, Divorced, Exec-managerial, Other-relative, White, Female, 1848, 0, 50, United-States, <=50K
64, Self-emp-not-inc, 388625, 10th, 6, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 10, United-States, >50K
29, Private, 126399, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
68, Federal-gov, 232151, Some-college, 10, Divorced, Adm-clerical, Other-relative, Black, Female, 2346, 0, 40, United-States, <=50K
42, Private, 187294, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 191277, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
31, Private, 124827, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
49, State-gov, 175109, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
36, Local-gov, 116892, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 188246, Assoc-acdm, 12, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
33, Private, 343925, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, Jamaica, <=50K
70, Federal-gov, 163003, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
18, Private, 160984, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
37, Private, 151771, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 226296, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
62, Private, 238913, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 2829, 0, 24, United-States, <=50K
53, Local-gov, 188644, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
47, Private, 156926, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, Canada, >50K
37, Private, 231180, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 351381, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
43, Local-gov, 216116, Masters, 14, Separated, Prof-specialty, Unmarried, Black, Female, 0, 0, 37, United-States, <=50K
21, Local-gov, 212780, 12th, 8, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
43, Private, 200734, HS-grad, 9, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
58, Private, 290661, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, ?, 222216, Assoc-voc, 11, Widowed, ?, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
39, Private, 181943, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
23, Private, 196508, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
27, Private, 176683, Assoc-acdm, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 52, United-States, <=50K
60, Self-emp-not-inc, 89884, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
40, Private, 179735, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
28, Private, 155621, 5th-6th, 3, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Columbia, <=50K
57, Private, 173796, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1887, 40, United-States, >50K
30, Local-gov, 178383, Some-college, 10, Separated, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
24, Private, 122234, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 20, ?, <=50K
50, Private, 146429, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 96483, HS-grad, 9, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, South, <=50K
40, Private, 140559, HS-grad, 9, Married-civ-spouse, Priv-house-serv, Wife, White, Female, 0, 0, 45, United-States, <=50K
41, Private, 191814, HS-grad, 9, Married-civ-spouse, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 102884, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K
43, Private, 160674, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 234447, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
29, Private, 251694, Bachelors, 13, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 50, United-States, <=50K
40, Private, 121874, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 50, United-States, >50K
31, State-gov, 181824, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1902, 35, United-States, >50K
62, Private, 177791, 10th, 6, Divorced, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
50, Private, 175804, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 184378, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, Puerto-Rico, <=50K
35, Private, 139770, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 6849, 0, 40, United-States, <=50K
75, Self-emp-not-inc, 30599, Masters, 14, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
29, Private, 57596, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
50, Private, 228238, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Local-gov, 261319, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Local-gov, 124963, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1977, 35, United-States, >50K
28, Local-gov, 283227, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, <=50K
30, State-gov, 111883, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 238068, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 209826, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K
54, Private, 398212, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 5013, 0, 40, United-States, <=50K
26, Private, 166051, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
62, ?, 181063, 10th, 6, Widowed, ?, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
36, Private, 185325, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 37, United-States, <=50K
25, Private, 176520, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
47, Self-emp-inc, 96798, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 80, United-States, >50K
38, Private, 29874, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, ?, 29231, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 35, United-States, <=50K
36, Private, 290560, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
43, Private, 51506, 12th, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Local-gov, 144723, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, United-States, >50K
19, Private, 269991, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, Puerto-Rico, <=50K
35, Private, 301862, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
51, Private, 302146, 11th, 7, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
25, Private, 66622, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K
21, Private, 131811, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
62, Self-emp-not-inc, 39630, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
59, Private, 212783, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
55, Private, 116442, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
28, Private, 54243, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
30, Private, 237903, Some-college, 10, Never-married, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
53, Private, 247651, 7th-8th, 4, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 56, United-States, <=50K
54, Private, 278329, HS-grad, 9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
31, Private, 144064, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K
37, Private, 341672, Bachelors, 13, Separated, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
37, Self-emp-not-inc, 126675, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K
34, Private, 167474, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 153963, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
38, Private, 52738, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 146499, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 1579, 40, United-States, <=50K
69, Private, 197080, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Male, 0, 0, 8, United-States, <=50K
32, Private, 241802, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Other, Female, 0, 0, 40, United-States, <=50K
65, Private, 420277, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 252714, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, ?, 175069, Bachelors, 13, Never-married, ?, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
38, Self-emp-not-inc, 261382, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 173938, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 57, United-States, >50K
35, Private, 176756, 12th, 8, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K
25, Private, 69413, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 184846, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 60, United-States, <=50K
75, Self-emp-not-inc, 205860, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 1735, 40, United-States, <=50K
53, Private, 218311, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
